can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,pos,team_name,price
True,True,,,242880,0,0,0,0,0,0,2,1.7,,0,Benoît,0.0,146,False,,,45,242880.jpg,0.9,False,Badiashile Mukinayi,0.0,False,,a,6,8,7,0,0,0,0,0.0,1.6,B.Badiashile,,,,,False,p242880,470,0,0,0,10,0,0,0,2,0,0,0,48,102.8,7.9,2.0,11.4,0,0,0,0,6,0.0,0.06,0.06,7.41,,,,,,,[],,302,108,346,120,349,127,334,115,0.0,0.0,0.01,0.01,1.42,1.91,420,106,119,80,391,130,490,167,1.15,0.0,0.0,DEF,CHE,4.5
True,True,,,109646,0,0,0,0,0,0,2,1.7,,0,Tosin,0.0,147,False,,,45,109646.jpg,2.1,False,Adarabioyo,0.2,False,,a,6,8,34,0,0,0,0,0.0,7.6,Tosin,,,,,False,p109646,788,0,0,2,14,0,0,0,2,0,0,2,130,240.4,33.3,19.0,29.3,0,0,0,0,8,0.11,0.4,0.5,13.25,,,,,,,[],,226,85,305,104,311,109,290,97,0.01,0.0,0.05,0.06,1.51,1.6,382,79,81,53,272,103,376,134,0.91,0.23,0.0,DEF,CHE,4.5
True,True,,,551210,0,0,0,0,0,0,2,1.7,,0,Jorrel,0.0,148,False,,,45,551210.jpg,0.9,False,Hato,0.9,False,,a,6,8,19,0,0,0,0,0.0,4.2,Hato,,,,,False,p551210,1139,0,0,0,27,0,0,0,7,0,0,0,93,233.2,114.9,36.0,38.4,0,0,0,0,12,0.3,0.61,0.91,18.5,,,,,,,[],,232,88,227,66,290,97,270,89,0.02,0.0,0.05,0.07,1.46,2.13,465,129,164,103,392,131,166,62,0.95,0.0,0.0,DEF,CHE,4.5
True,True,,,460028,0,0,0,0,0,0,2,2.2,,0,Levi,0.0,149,False,,,50,460028.jpg,2.7,False,Samuels Colwill,1.7,False,,a,6,8,8,0,0,0,0,0.0,1.6,Colwill,,,,,False,p460028,225,0,0,0,4,0,0,0,0,0,0,0,30,66.0,7.6,6.0,8.0,0,0,0,0,2,0.0,0.12,0.12,3.36,,,,,,,[],,326,116,347,121,336,122,347,118,0.0,0.0,0.05,0.05,1.34,1.6,295,57,273,136,205,84,126,48,0.8,0.0,0.0,DEF,CHE,5.0
True,True,,,574458,0,0,0,0,0,0,2,1.7,,0,Mamadou,0.0,150,False,,,45,574458.jpg,1.0,False,Sarr,0.1,False,,a,6,8,3,0,0,0,0,0.0,0.7,M.Sarr,,,,,False,p574458,100,0,0,0,3,0,0,0,0,0,0,0,4,6.4,0.1,7.0,1.3,0,0,0,0,1,0.35,0.0,0.35,1.63,,,,,,,[],,375,130,376,132,333,121,384,130,0.32,0.0,0.0,0.32,1.47,2.7,473,131,172,105,369,128,463,160,0.9,0.0,0.0,DEF,CHE,4.5
True,True,,,577016,0,0,0,0,0,0,2,1.7,,0,Josh,0.0,151,False,,,45,577016.jpg,2.3,False,Acheampong,0.3,False,,a,6,8,39,0,0,0,0,0.0,8.7,Acheampong,,,,,False,p577016,657,1,0,2,13,0,0,0,1,0,0,5,118,132.6,40.9,70.0,24.4,0,0,0,0,8,0.62,0.13,0.75,15.66,,,,,,,[],,289,104,296,101,261,84,302,102,0.08,0.0,0.02,0.1,2.15,1.78,476,133,175,107,255,100,337,117,1.1,0.27,0.0,DEF,CHE,4.5
True,True,,,620109,0,0,0,0,0,0,2,2.5,,0,Marco,0.0,152,False,,,55,620109.jpg,0.0,False,Palestra,2.4,False,,a,6,8,0,0,0,0,0,0.0,0.0,Palestra,,,,,False,p620109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,549,184,549,184,548,184,549,184,0.0,0.0,0.0,0.0,0.0,0.0,211,32,448,174,549,184,144,57,0.0,0.0,0.0,DEF,CHE,5.5
True,True,,,220362,0,0,0,0,0,0,2,1.7,,0,Axel,0.0,153,False,,,45,220362.jpg,0.0,False,Disasi,0.1,False,,a,6,8,0,0,0,0,0,0.0,0.0,Disasi,,,,,False,p220362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,458,171,449,171,433,169,460,171,0.0,0.0,0.0,0.0,0.0,0.0,407,95,106,69,463,171,464,161,0.0,0.0,0.0,DEF,CHE,4.5
True,True,,,244851,0,0,0,0,0,0,3,3.2,,0,Cole,0.0,154,False,,,95,244851.jpg,4.4,False,Palmer,11.2,False,,a,6,8,114,0,0,0,0,0.0,12.0,Palmer,,,,,False,p244851,1954,10,2,3,33,0,0,1,5,0,0,11,430,536.6,393.6,547.0,147.7,0,0,0,0,24,10.55,2.49,13.04,31.13,,,3.0,,1.0,,[],,101,32,83,61,39,23,52,32,0.49,0.0,0.11,0.6,1.43,1.52,4,3,556,245,37,16,32,10,1.11,0.14,0.0,MID,CHE,9.5
True,True,,,448047,0,0,0,0,0,0,3,2.4,,0,Enzo,0.0,155,False,,,70,448047.jpg,4.4,False,Fernández,5.5,False,,a,6,8,157,0,0,0,0,0.0,22.4,Enzo,,,,,False,p448047,3114,10,5,8,46,0,0,0,10,0,0,19,700,835.6,1063.2,747.0,264.6,0,0,0,0,35,11.26,7.26,18.52,44.89,7.0,,2.0,,2.0,,[],,23,7,3,3,20,9,3,2,0.33,0.0,0.21,0.54,1.3,1.33,29,19,535,233,36,15,73,23,1.01,0.23,0.0,MID,CHE,7.0
True,True,,,247632,0,0,0,0,0,0,3,2.3,,0,Pedro,0.0,156,False,,,65,247632.jpg,3.7,False,Lomba Neto,1.4,False,,a,6,8,125,0,0,0,0,0.0,19.2,Neto,,,,,False,p247632,2629,5,7,11,33,0,0,0,2,1,0,9,543,523.0,836.2,505.0,186.7,0,0,0,0,30,4.59,6.84,11.43,37.54,6.0,,4.0,,,,[],,110,36,14,13,41,25,29,23,0.16,0.0,0.23,0.39,1.29,1.13,42,29,515,217,83,37,181,59,1.03,0.38,0.0,MID,CHE,6.5
True,True,,,624773,0,0,0,0,0,0,3,2.3,,0,Estêvão,0.0,157,False,,,65,624773.jpg,2.6,False,Almeida de Oliveira Gonçalves,1.6,False,,a,6,8,58,0,0,0,0,0.0,8.9,Estêvão,,,,,False,p624773,839,2,5,4,11,0,0,0,4,0,0,4,172,183.4,230.9,314.0,72.6,0,0,0,0,12,2.91,2.14,5.05,10.29,8.0,,,,3.0,,[],,257,117,148,100,92,58,192,97,0.31,0.0,0.23,0.54,1.1,1.18,55,39,528,227,229,89,164,51,1.29,0.43,0.0,MID,CHE,6.5
True,True,,,463936,0,0,0,0,0,0,3,2.1,,0,Jamie,0.0,158,False,,,60,463936.jpg,1.6,False,Bynoe-Gittens,0.1,False,,a,6,8,25,0,0,0,0,0.0,4.2,Gittens,,,,,False,p463936,486,0,2,1,7,0,0,0,0,0,0,0,99,93.0,130.4,91.0,31.3,0,0,0,0,5,0.81,0.94,1.75,8.89,,,,,,,[],,309,140,216,134,242,130,285,138,0.15,0.0,0.17,0.32,1.65,1.3,89,57,483,192,327,144,504,207,0.93,0.19,0.0,MID,CHE,6.0
True,True,,,486672,0,0,0,0,0,0,3,2.0,,0,Moisés,0.0,159,False,,,55,486672.jpg,3.3,False,Caicedo Corozo,4.1,False,,a,6,8,110,0,0,0,0,0.0,20.0,Caicedo,,,,,False,p486672,2796,3,1,6,47,0,0,0,11,1,0,10,580,562.4,403.1,128.0,109.2,0,0,0,0,32,1.45,2.38,3.83,42.54,,,,,,,[],,88,28,75,57,208,115,107,62,0.05,0.0,0.08,0.13,1.37,1.51,183,112,420,155,131,53,92,31,1.03,0.19,0.0,MID,CHE,5.5
True,True,,,514356,0,0,0,0,0,0,3,1.5,,0,Roméo,0.0,161,False,,,50,514356.jpg,1.1,False,Lavia,0.1,False,,a,6,8,13,0,0,0,0,0.0,2.6,Lavia,,,,,False,p514356,374,0,0,0,10,0,0,0,0,0,0,0,81,34.4,46.6,14.0,9.5,0,0,0,0,4,0.21,0.55,0.76,8.53,,,,,,,[],,344,159,292,156,321,163,340,160,0.05,0.0,0.13,0.18,2.05,2.41,333,194,311,88,354,163,499,205,0.96,0.0,0.0,MID,CHE,5.0
True,True,,,491007,0,0,0,0,0,0,3,1.0,,0,Dário,0.0,163,False,,,45,491007.jpg,0.3,False,Luís Essugo,0.2,False,,a,6,8,1,0,0,0,0,0.0,0.2,D.Essugo,,,,,False,p491007,26,0,0,0,1,0,0,0,2,0,0,0,7,11.4,2.1,2.0,1.6,0,0,0,0,0,0.0,0.01,0.01,0.55,,,,,,,[],,369,169,365,181,351,178,376,175,0.0,0.0,0.03,0.03,1.9,3.46,447,232,146,11,400,188,339,123,0.0,0.0,0.0,MID,CHE,4.5
True,True,100.0,,593117,0,0,0,0,0,0,3,1.5,,0,Geovany,0.0,164,False,,2026-07-24T20:30:10.609931Z,55,593117.jpg,0.0,False,Quenda,0.1,False,,a,6,8,0,0,0,0,0,0.0,0.0,Quenda,,,,,False,p593117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,548,239,548,239,547,239,548,239,0.0,0.0,0.0,0.0,0.0,0.0,208,130,445,173,548,239,440,169,0.0,0.0,0.0,MID,CHE,5.5
True,True,,,475168,0,0,0,0,0,0,4,2.3,,0,João Pedro,0.0,165,False,,,75,475168.jpg,5.1,False,Junqueira de Jesus,55.9,False,,a,6,8,177,0,0,0,0,0.0,23.6,João Pedro,,,,,False,p475168,2658,15,9,10,36,0,0,0,5,0,0,30,715,758.4,456.6,909.0,212.1,0,0,0,0,31,14.91,1.96,16.87,37.25,,,,,,,[],,35,3,59,1,6,5,15,4,0.5,0.0,0.07,0.57,1.26,1.22,19,7,543,63,10,2,3,2,1.05,0.34,0.0,FWD,CHE,7.5
True,True,,,517052,0,0,0,0,0,0,4,2.1,,0,Nicolas,0.0,166,False,,,65,517052.jpg,0.0,False,Jackson,0.4,False,,a,6,8,0,0,0,0,0,0.0,0.0,N.Jackson,,,,,False,p517052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,556,68,556,68,556,68,556,68,0.0,0.0,0.0,0.0,0.0,0.0,52,12,525,58,556,68,279,53,0.0,0.0,0.0,FWD,CHE,6.5
True,True,,,463034,0,0,0,0,0,0,4,1.8,,0,Liam,0.0,167,False,,,55,463034.jpg,1.6,False,Delap,0.5,False,,a,6,8,45,0,0,0,0,0.0,8.2,Delap,,,,,False,p463034,1092,1,2,2,18,0,0,0,4,0,0,1,123,67.8,73.7,349.0,47.3,0,0,0,0,12,4.54,0.23,4.76,16.67,,,,,4.0,,[],,323,36,263,31,77,22,254,32,0.37,0.0,0.02,0.39,1.37,1.48,168,38,405,35,326,36,260,45,0.99,0.16,0.0,FWD,CHE,5.5
True,True,,,499309,0,0,0,0,0,0,4,1.4,,0,Marc,0.0,168,False,,,50,499309.jpg,1.3,False,Guiu Paz,0.4,False,,a,6,8,13,0,0,0,0,0.0,2.6,Marc Guiu,,,,,False,p499309,265,0,1,0,3,0,0,0,1,0,0,0,19,24.6,40.1,86.0,13.1,0,0,0,0,1,1.54,0.29,1.83,5.89,,,,,,,[],,353,39,297,36,247,39,325,40,0.52,0.0,0.1,0.62,2.0,1.02,322,53,300,20,344,38,268,48,0.34,0.0,0.0,FWD,CHE,5.0
True,True,,,567119,0,0,0,0,0,0,4,1.0,,0,Shumaira,0.0,169,False,,,45,567119.jpg,1.0,False,Mheuka,0.4,False,,a,6,8,1,0,0,0,0,0.0,0.2,Mheuka,,,,,False,p567119,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.3,0.0,0.2,0,0,0,0,0,0.0,0.0,0.0,0.05,,,,,,,[],,387,44,374,45,468,52,395,46,0.0,0.0,0.0,0.0,4.5,0.0,471,64,170,8,368,43,294,55,0.0,0.0,0.0,FWD,CHE,4.5
True,True,75.0,,503037,0,0,0,0,0,0,4,1.0,,0,Emmanuel,0.0,170,False,Hamstring injury - 75% chance of playing,2026-07-24T20:30:10.622380Z,50,503037.jpg,0.0,False,Emegha,0.1,False,,d,6,8,0,0,0,0,0,0.0,0.0,Emegha,,,,,False,p503037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,523,61,522,61,519,61,523,61,0.0,0.0,0.0,0.0,0.0,0.0,327,54,305,21,523,61,267,47,0.0,0.0,0.0,FWD,CHE,5.0
True,True,,,437499,0,0,0,0,0,0,2,2.8,,0,Maxence,0.0,200,False,,,60,437499.jpg,4.4,False,Lacroix,11.3,False,,a,6,8,154,0,0,0,0,0.0,25.7,Lacroix,,,,,False,p437499,3085,1,2,11,47,0,0,0,4,1,0,11,529,822.0,106.4,316.0,124.3,0,0,0,0,35,2.45,0.83,3.28,44.04,,,,,,,[],,28,10,236,74,89,11,82,19,0.07,0.0,0.02,0.09,1.28,1.37,80,8,474,178,33,12,36,13,1.02,0.32,0.0,DEF,CHE,6.0
True,True,,,549939,0,0,0,0,0,0,1,0.0,0.0,0,Mike,0.0,560,0,,,45,549939.jpg,0.0,False,Penders,0.1,False,,a,6,8,0,0,0,0,0,0.0,0.0,Penders,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GK,CHE,4.5
True,True,,,622758,0,0,0,0,0,0,2,0.0,0.0,0,Aaron,0.0,561,0,,,45,622758.jpg,0.0,False,Anselmino,0.0,False,,a,6,8,0,0,0,0,0,0.0,0.0,Anselmino,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,CHE,4.5
True,True,,,543158,0,0,0,0,0,0,3,0.0,0.0,0,Valentín,0.0,568,0,,,55,543158.jpg,0.0,False,Barco,0.1,False,,a,6,8,0,0,0,0,0,0.0,0.0,Barco,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,CHE,5.5
True,True,,,465920,0,0,0,0,0,0,3,0.0,0.0,0,Mykhailo,0.0,578,0,,,55,465920.jpg,0.0,False,Mudryk,0.0,False,,a,6,8,0,0,0,0,0,0.0,0.0,Mudryk,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MID,CHE,5.5
True,True,,,498444,0,0,0,0,0,0,2,0.0,0.0,0,Pep,0.0,583,0,,,50,498444.jpg,0.0,False,Chavarría,0.0,False,,a,6,8,0,0,0,0,0,0.0,0.0,Chavarria,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DEF,CHE,5.0
True,True,,,428580,0,0,0,0,0,0,3,1.5,,0,Frank,0.0,104,False,,,50,428580.jpg,2.0,False,Onyeka,0.2,False,,a,7,9,12,0,0,0,0,0.0,2.4,Onyeka,,,,,False,p428580,88,0,2,0,2,0,0,0,0,0,0,0,41,28.4,13.6,4.0,4.6,0,0,0,0,0,0.0,0.36,0.36,2.02,,,,,,,[],,350,163,332,168,343,175,361,168,0.0,0.0,0.37,0.37,2.07,2.05,282,169,260,63,286,121,355,131,0.0,0.0,0.0,MID,COV,5.0
True,True,,,472739,0,0,0,0,0,0,1,2.0,,0,Carl,0.0,110,False,,,45,472739.jpg,0.0,False,Rushworth,0.9,False,,a,7,9,0,0,0,0,0,0.0,0.0,Rushworth,,,,,False,p472739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,467,56,460,47,446,40,469,56,0.0,0.0,0.0,0.0,0.0,0.0,440,34,139,36,472,56,287,35,0.0,0.0,0.0,GK,COV,4.5
True,True,,,484389,0,0,0,0,0,0,1,1.0,,0,Oliver,0.0,171,False,,,40,484389.jpg,0.0,False,Dovin,2.4,False,,a,7,9,0,0,0,0,0,0.0,0.0,Dovin,,,,,False,p484389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,433,46,418,30,399,21,435,46,0.0,0.0,0.0,0.0,0.0,0.0,536,57,45,17,439,46,86,14,0.0,0.0,0.0,GK,COV,4.0
True,True,,,110690,0,0,0,0,0,0,1,2.0,,0,Ben,0.0,172,False,,,45,110690.jpg,0.0,False,Wilson,0.6,False,,a,7,9,0,0,0,0,0,0.0,0.0,Wilson,,,,,False,p110690,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,454,53,443,40,426,31,456,53,0.0,0.0,0.0,0.0,0.0,0.0,383,25,82,27,459,53,206,31,0.0,0.0,0.0,GK,COV,4.5
True,True,,,461102,0,0,0,0,0,0,2,1.0,,0,Bobby,0.0,173,False,,,40,461102.jpg,0.0,False,Thomas,8.3,False,,a,7,9,0,0,0,0,0,0.0,0.0,Thomas,,,,,False,p461102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,429,155,414,154,395,150,431,155,0.0,0.0,0.0,0.0,0.0,0.0,532,163,41,26,435,156,77,31,0.0,0.0,0.0,DEF,COV,4.0
True,True,,,436761,0,0,0,0,0,0,2,1.0,,0,Liam,0.0,174,False,,,40,436761.jpg,0.0,False,Kitching,0.6,False,,a,7,9,0,0,0,0,0,0.0,0.0,Kitching,,,,,False,p436761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,422,150,407,149,388,145,424,150,0.0,0.0,0.0,0.0,0.0,0.0,525,158,34,21,428,151,282,103,0.0,0.0,0.0,DEF,COV,4.0
True,True,,,451284,0,0,0,0,0,0,2,1.0,,0,Milan,0.0,175,False,,,40,451284.jpg,0.0,False,van Ewijk,15.5,False,,a,7,9,0,0,0,0,0,0.0,0.0,van Ewijk,,,,,False,p451284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,427,153,412,152,393,148,429,153,0.0,0.0,0.0,0.0,0.0,0.0,530,161,39,24,433,154,22,8,0.0,0.0,0.0,DEF,COV,4.0
True,True,,,173878,0,0,0,0,0,0,2,1.0,,0,Jay,0.0,176,False,,,40,173878.jpg,0.0,False,Dasilva,0.7,False,,a,7,9,0,0,0,0,0,0.0,0.0,Dasilva,,,,,False,p173878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,408,139,393,138,374,134,410,139,0.0,0.0,0.0,0.0,0.0,0.0,510,146,19,9,414,140,262,96,0.0,0.0,0.0,DEF,COV,4.0
True,True,,,465390,0,0,0,0,0,0,2,1.0,,0,Kaine,0.0,177,False,,,40,465390.jpg,0.0,False,Kesler-Hayden,0.1,False,,a,7,9,0,0,0,0,0,0.0,0.0,Kesler-Hayden,,,,,False,p465390,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,431,156,416,155,397,151,433,156,0.0,0.0,0.0,0.0,0.0,0.0,534,164,43,27,437,157,394,139,0.0,0.0,0.0,DEF,COV,4.0
True,True,,,80178,0,0,0,0,0,0,2,1.0,,0,Jake,0.0,178,False,,,40,80178.jpg,0.0,False,Bidwell,0.1,False,,a,7,9,0,0,0,0,0,0.0,0.0,Bidwell,,,,,False,p80178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,399,134,383,133,364,129,401,134,0.0,0.0,0.0,0.0,0.0,0.0,497,138,6,1,405,135,391,138,0.0,0.0,0.0,DEF,COV,4.0
True,True,,,204813,0,0,0,0,0,0,2,1.0,,0,Joel,0.0,179,False,,,40,204813.jpg,0.0,False,Latibeaudiere,0.1,False,,a,7,9,0,0,0,0,0,0.0,0.0,Latibeaudiere,,,,,False,p204813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,412,143,397,142,378,138,414,143,0.0,0.0,0.0,0.0,0.0,0.0,514,150,23,13,418,144,396,141,0.0,0.0,0.0,DEF,COV,4.0
True,True,,,220583,0,0,0,0,0,0,2,1.0,,0,Luke,0.0,180,False,,,40,220583.jpg,0.0,False,Woolfenden,0.2,False,,a,7,9,0,0,0,0,0,0.0,0.0,Woolfenden,,,,,False,p220583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,416,146,401,145,382,141,418,146,0.0,0.0,0.0,0.0,0.0,0.0,519,154,28,17,422,147,316,114,0.0,0.0,0.0,DEF,COV,4.0
True,True,,,577411,0,0,0,0,0,0,2,1.0,,0,Miguel,0.0,181,False,,,40,577411.jpg,0.0,False,Brau,0.0,False,,a,7,9,0,0,0,0,0,0.0,0.0,Brau,,,,,False,p577411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,443,165,429,165,411,162,445,165,0.0,0.0,0.0,0.0,0.0,0.0,550,177,59,40,448,165,448,154,0.0,0.0,0.0,DEF,COV,4.0
True,True,,,539142,0,0,0,0,0,0,2,1.0,,0,Aurèle,0.0,182,False,,,40,539142.jpg,0.0,False,Amenda,0.7,False,,a,7,9,0,0,0,0,0,0.0,0.0,Amenda,,,,,False,p539142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,442,164,427,163,408,159,444,164,0.0,0.0,0.0,0.0,0.0,0.0,545,172,54,35,447,164,261,95,0.0,0.0,0.0,DEF,COV,4.0
True,True,75.0,,480457,0,0,0,0,0,0,3,1.1,,0,Jack,0.0,183,False,Shoulder injury - 75% chance of playing,2026-07-23T12:01:23.481435Z,50,480457.jpg,0.0,False,Rudoni,0.2,False,,d,7,9,0,0,0,0,0,0.0,0.0,Rudoni,,,,,False,p480457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,,1.0,,,,[],,516,217,515,217,511,216,516,217,0.0,0.0,0.0,0.0,0.0,0.0,304,177,282,71,516,217,311,107,0.0,0.0,0.0,MID,COV,5.0
True,True,,,168144,0,0,0,0,0,0,3,1.5,,0,Matt,0.0,184,False,,,50,168144.jpg,0.0,False,Grimes,0.2,False,,a,7,9,0,0,0,0,0,0.0,0.0,Grimes,,,,,False,p168144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,,,,3.0,,[],,494,203,490,203,484,202,494,203,0.0,0.0,0.0,0.0,0.0,0.0,234,143,212,37,494,203,324,116,0.0,0.0,0.0,MID,COV,5.0
True,True,,,501459,0,0,0,0,0,0,3,1.5,,0,Tatsuhiro,0.0,185,False,,,50,501459.jpg,0.0,False,Sakamoto,0.2,False,,a,7,9,0,0,0,0,0,0.0,0.0,Sakamoto,,,,,False,p501459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,522,222,521,222,518,221,522,222,0.0,0.0,0.0,0.0,0.0,0.0,325,189,303,83,522,222,373,137,0.0,0.0,0.0,MID,COV,5.0
True,True,,,241293,0,0,0,0,0,0,3,2.0,,0,Ephron,0.0,186,False,,,55,241293.jpg,0.0,False,Mason-Clark,0.3,False,,a,7,9,0,0,0,0,0,0.0,0.0,Mason-Clark,,,,,False,p241293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,540,232,540,232,539,232,540,232,0.0,0.0,0.0,0.0,0.0,0.0,146,91,383,134,540,232,301,99,0.0,0.0,0.0,MID,COV,5.5
True,True,,,439668,0,0,0,0,0,0,3,1.5,,0,Josh,0.0,187,False,,,50,439668.jpg,0.0,False,Eccles,0.0,False,,a,7,9,0,0,0,0,0,0.0,0.0,Eccles,,,,,False,p439668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,510,213,507,213,504,212,510,213,0.0,0.0,0.0,0.0,0.0,0.0,287,171,265,65,510,213,479,192,0.0,0.0,0.0,MID,COV,5.0
