element,web_name,pos,start_price,total_points,avg_price,team,appearances,q_starts,ppg_start,ppg_sd
1,Raya,GK,5.5,162,5.873684210526315,Arsenal,37,37,4.378378378378378,2.7320256155394964
2,Arrizabalaga,GK,4.5,2,4.163157894736842,Arsenal,1,1,2.0,
3,Hein,GK,4.0,0,4.0,Arsenal,0,0,,
4,Setford,GK,4.0,0,3.93421052631579,Arsenal,0,0,,
5,Gabriel,DEF,6.0,209,6.652631578947369,Arsenal,32,30,6.9,3.9159268071071875
6,Saliba,DEF,6.0,137,6.036842105263158,Arsenal,31,28,4.785714285714286,3.0472470011002204
7,Calafiori,DEF,5.5,109,5.657894736842105,Arsenal,26,19,5.421052631578948,3.5010441216186448
8,J.Timber,DEF,5.5,149,6.152631578947369,Arsenal,30,26,5.538461538461538,4.941503975356242
9,Kiwior,DEF,5.5,0,5.405263157894737,Arsenal,0,0,,
10,Lewis-Skelly,DEF,5.5,29,5.144736842105263,Arsenal,20,5,3.2,2.588435821108957
11,White,DEF,5.5,45,5.228947368421053,Arsenal,12,7,5.714285714285714,4.347960660443228
13,Clarke,DEF,4.0,0,3.8263157894736843,Arsenal,0,0,,
14,Kacurri,DEF,4.0,0,3.910526315789474,Arsenal,0,0,,
15,Nichols,DEF,4.0,0,3.8078947368421057,Arsenal,0,0,,
16,Saka,MID,10.0,157,9.986842105263158,Arsenal,31,23,5.478260869565218,3.369240071014009
17,Ødegaard,MID,8.0,74,7.8315789473684205,Arsenal,24,11,4.181818181818182,2.442055765873573
18,Madueke,MID,7.0,72,6.839473684210526,Arsenal,26,11,5.181818181818182,4.468068527186704
19,Martinelli,MID,7.0,57,6.8315789473684205,Arsenal,30,5,4.0,2.0
20,Trossard,MID,7.0,119,6.807894736842106,Arsenal,31,20,5.0,3.641861872001304
21,Rice,MID,6.5,184,7.057894736842106,Arsenal,36,35,5.228571428571429,3.4733075801343145
22,Merino,MID,6.0,67,5.686842105263159,Arsenal,22,8,5.25,3.882193783343198
23,Fábio Vieira,MID,5.5,0,5.405263157894737,Arsenal,0,0,,
24,Nørgaard,MID,5.5,7,5.189473684210526,Arsenal,7,0,,
25,Nwaneri,MID,5.5,8,5.113157894736842,Arsenal,6,1,3.0,
26,Zubimendi,MID,5.5,133,5.268421052631579,Arsenal,38,32,4.0,3.0900464554394955
28,Kabia,MID,4.5,0,4.5,Arsenal,0,0,,
29,Sambi,MID,4.5,0,4.5,Arsenal,0,0,,
30,Havertz,FWD,7.5,36,7.315789473684211,Arsenal,12,5,4.6,2.6076809620810595
31,G.Jesus,FWD,6.5,24,6.413157894736843,Arsenal,14,1,5.0,
266,Eze,MID,7.5,113,7.428947368421052,Arsenal,33,18,5.055555555555555,4.976086605807492
662,Mosquera,DEF,5.5,40,5.355263157894737,Arsenal,20,8,3.625,2.445841952609133
666,Gyökeres,FWD,9.0,128,8.863157894736842,Arsenal,36,22,4.181818181818182,4.21602796182518
700,Dowman,MID,4.5,16,4.294594594594594,Arsenal,6,1,3.0,
711,Harriman-Annous,MID,4.5,0,4.455555555555556,Arsenal,0,0,,
725,Hincapie,DEF,5.5,87,5.277142857142858,Arsenal,25,18,4.333333333333333,3.3781303565555834
759,Salmon,DEF,4.0,0,4.0,Arsenal,0,0,,
32,Martinez,GK,5.0,120,5.036842105263158,Aston Villa,32,31,3.838709677419355,3.0561061739142117
33,M.Bizot,GK,4.5,16,4.278947368421052,Aston Villa,7,6,2.3333333333333335,2.503331114069145
34,Gauci,GK,4.0,0,4.0,Aston Villa,0,0,,
35,Marschall,GK,4.0,0,4.0,Aston Villa,0,0,,
36,Cash,DEF,4.5,117,4.707894736842105,Aston Villa,35,33,3.5454545454545454,3.4195294732143804
37,Digne,DEF,4.5,97,4.5,Aston Villa,31,19,4.2631578947368425,2.663375161606413
38,Konsa,DEF,4.5,100,4.423684210526316,Aston Villa,34,34,2.9411764705882355,2.423885891786015
39,Maatsen,DEF,4.5,54,4.25,Aston Villa,30,17,2.4705882352941178,2.0651164331225838
40,Mings,DEF,4.5,50,4.3578947368421055,Aston Villa,17,14,3.357142857142857,3.4996075133152784
41,Pau,DEF,4.5,64,4.328947368421053,Aston Villa,21,18,3.388888888888889,2.404380533866049
42,A.García,DEF,4.0,5,3.9078947368421053,Aston Villa,6,0,,
43,Alex Moreno,DEF,4.0,0,4.0,Aston Villa,0,0,,
44,Bogarde,DEF,4.0,40,4.0,Aston Villa,28,10,2.6,3.0258148581093915
45,Sousa,DEF,4.0,0,3.8842105263157896,Aston Villa,0,0,,
46,Yasin,DEF,4.0,0,4.0,Aston Villa,0,0,,
47,Rogers,MID,7.0,169,7.255263157894737,Aston Villa,37,37,4.5675675675675675,4.1334713722953955
48,Tielemans,MID,6.0,68,5.907894736842105,Aston Villa,25,20,3.0,1.6858544608470492
49,Bailey,MID,5.5,21,5.5,Aston Villa,13,3,4.0,1.7320508075688772
50,Buendía,MID,5.5,102,5.310526315789474,Aston Villa,36,15,3.3333333333333335,3.3309515300043158
51,Iling Jr,MID,5.5,0,5.5,Aston Villa,0,0,,
53,Malen,MID,5.5,55,5.13421052631579,Aston Villa,21,4,5.5,6.3508529610858835
54,McGinn,MID,5.5,103,5.389473684210526,Aston Villa,30,25,3.92,3.2777024473452947
55,Barkley,MID,5.0,56,4.818421052631579,Aston Villa,21,7,4.857142857142857,4.140393356054125
56,Barrenechea,MID,5.0,0,5.0,Aston Villa,0,0,,
57,Dobbin,MID,5.0,0,5.0,Aston Villa,0,0,,
58,Kamara,MID,5.0,61,4.905263157894737,Aston Villa,18,16,3.6875,3.0048571790796754
59,Onana,MID,5.0,76,4.828947368421053,Aston Villa,25,20,3.55,2.5848750351551657
60,Broggio,MID,4.5,0,4.4526315789473685,Aston Villa,0,0,,
61,Dendoncker,MID,4.5,0,4.5,Aston Villa,0,0,,
62,Jimoh-Aloba,MID,4.5,1,4.5,Aston Villa,1,0,,
63,Young,MID,4.5,0,4.352631578947369,Aston Villa,0,0,,
64,Watkins,FWD,9.0,167,8.652631578947368,Aston Villa,37,32,4.75,4.355197117867786
65,Redmond,FWD,4.5,0,4.5,Aston Villa,0,0,,
389,Elliott,MID,5.5,5,5.223684210526316,Aston Villa,5,0,,
456,Sancho,MID,6.0,37,5.828947368421053,Aston Villa,23,6,3.3333333333333335,1.7511900715418263
688,Wright,GK,4.0,0,3.93421052631579,Aston Villa,0,0,,
699,Douglas Luiz,MID,5.0,35,4.9324324324324325,Nott'm Forest,21,8,3.125,1.8850918886280925
701,Rowe,DEF,4.0,0,4.0,Aston Villa,0,0,,
702,Burrowes,MID,4.5,1,4.41081081081081,Aston Villa,1,0,,
703,Proctor,GK,4.0,0,3.937837837837838,Aston Villa,0,0,,
710,Patterson,DEF,4.0,0,3.9166666666666665,Aston Villa,0,0,,
719,Lindelöf,DEF,4.5,29,4.5,Aston Villa,17,10,2.2,1.6865480854231356
754,George Hemmings,MID,4.5,2,4.5,Aston Villa,2,0,,
757,Hollingshead,GK,4.0,0,4.0,Aston Villa,0,0,,
768,Leon Routh,DEF,4.0,0,4.0,Aston Villa,0,0,,
781,Carroll,DEF,4.0,0,4.0,Aston Villa,0,0,,
792,Alysson,MID,5.0,3,5.0,Aston Villa,3,0,,
808,Abraham,FWD,6.0,23,5.9,Aston Villa,12,1,2.0,
183,Weiss,GK,4.5,7,4.323684210526316,Burnley,3,3,2.3333333333333335,0.5773502691896257
184,Green,GK,4.0,0,4.0,Burnley,0,0,,
185,Hladký,GK,4.0,0,3.931578947368421,Burnley,0,0,,
186,Roberts,DEF,4.5,0,4.38421052631579,Burnley,0,0,,
187,Walker,DEF,4.5,70,4.418421052631579,Burnley,36,34,2.0,2.7743413086658424
188,Delcroix,DEF,4.0,0,3.844736842105263,Burnley,0,0,,
189,Dodgson,DEF,4.0,0,4.0,Burnley,0,0,,
190,Ekdal,DEF,4.0,52,3.9157894736842103,Burnley,19,17,2.9411764705882355,2.6802655706873084
191,Estève,DEF,4.0,85,3.9263157894736844,Burnley,34,33,2.5757575757575757,1.8713348015237519
192,Hartman,DEF,4.0,63,4.0,Burnley,21,21,3.0,1.9748417658131499
193,Humphreys,DEF,4.0,47,3.93421052631579,Burnley,20,18,2.5555555555555554,2.254987210664716
194,Jordan,DEF,4.0,0,3.944736842105263,Burnley,0,0,,
195,Lucas Pires,DEF,4.0,25,3.8421052631578947,Burnley,20,14,1.6428571428571428,1.549547966698321
196,Sambo,DEF,4.0,0,4.0,Burnley,0,0,,
197,Sonne,DEF,4.0,13,3.8578947368421055,Burnley,7,1,1.0,
198,Tuanzebe,DEF,4.0,34,3.9078947368421053,Burnley,14,13,2.769230769230769,2.385855756810896
199,Worrall,DEF,4.0,20,3.860526315789474,Burnley,11,4,2.75,0.9574271077563381
200,Anthony,MID,5.5,127,5.260526315789474,Burnley,37,30,3.7333333333333334,3.0392073981871324
201,Benson,MID,5.5,0,5.407894736842105,Burnley,0,0,,
202,Bruun Larsen,MID,5.5,41,5.302631578947368,Burnley,28,7,2.857142857142857,1.0690449676496976
203,Boateng,MID,5.0,0,4.760526315789474,Burnley,0,0,,
204,Churlinov,MID,5.0,0,4.907894736842105,Burnley,0,0,,
205,Cullen,MID,5.0,70,4.960526315789474,Burnley,18,17,4.0588235294117645,3.3066332620071073
206,Edwards,MID,5.0,51,4.736842105263158,Burnley,23,11,3.272727272727273,2.2401298663653
207,Hannibal,MID,5.0,59,4.789473684210526,Burnley,27,12,3.5833333333333335,3.287948609787881
208,Koleosho,MID,5.0,0,5.0,Burnley,0,0,,
209,Laurent,MID,5.0,56,4.844736842105263,Burnley,33,16,2.6875,2.3865945054267876
210,Tchaouna,MID,5.0,59,4.889473684210526,Burnley,29,12,2.9166666666666665,1.378954368902449
211,A.Ramsey,MID,4.5,0,4.407894736842105,Burnley,0,0,,
212,Adewumi,MID,4.5,0,4.5,Burnley,0,0,,
213,Banel,MID,4.5,1,4.5,Burnley,1,0,,
214,Trésor,MID,4.5,6,4.386842105263158,Burnley,6,0,,
215,Flemming,FWD,5.5,99,5.323684210526316,Burnley,29,20,4.3,3.373269536876805
216,Amdouni,FWD,5.0,4,4.828947368421053,Burnley,4,0,,
217,Foster,FWD,5.0,58,4.944736842105263,Burnley,26,14,2.7142857142857144,1.6374732612530445
218,Barnes,FWD,4.5,5,4.281578947368422,Burnley,7,0,,
219,Obafemi,FWD,4.5,0,4.407894736842105,Burnley,0,0,,
470,Dúbravka,GK,4.0,96,4.0,Burnley,35,35,2.742857142857143,2.3432362882391966
614,Ward-Prowse,MID,6.0,40,5.66578947368421,West Ham,18,12,2.5833333333333335,1.164500152881315
676,Ugochukwu,MID,5.0,97,5.0,Burnley,35,26,3.1538461538461537,2.411510857405501
680,Broja,FWD,5.5,43,5.244736842105263,Burnley,24,8,2.625,1.7677669529663689
722,Florentino,MID,5.0,84,5.0,Burnley,31,23,3.347826086956522,1.6681153124565982
776,Pimlott,MID,4.5,0,4.5,Burnley,0,0,,
784,Brierley,MID,4.5,0,4.5,Burnley,0,0,,
820,McMahon-Brown,MID,4.5,0,4.5,Burnley,0,0,,
66,Neto,GK,4.5,0,4.5,Bournemouth,0,0,,
67,Petrović,GK,4.5,124,4.518421052631579,Bournemouth,38,38,3.263157894736842,2.564668573776028
68,Dennis,GK,4.0,0,4.0,Bournemouth,0,0,,
69,McKenna,GK,4.0,0,3.944736842105263,Bournemouth,0,0,,
70,Paulsen,GK,4.0,0,4.0,Bournemouth,0,0,,
71,Zabarnyi,DEF,5.0,0,5.0,Bournemouth,0,0,,
72,Senesi,DEF,4.5,175,4.91578947368421,Bournemouth,37,37,4.72972972972973,3.540626503323393
73,Smith,DEF,4.5,58,4.413157894736842,Bournemouth,22,11,4.545454545454546,3.3574882386580702
74,Truffert,DEF,4.5,165,4.5473684210526315,Bournemouth,38,38,4.342105263157895,3.104280530210152
75,Akinmboni,DEF,4.0,0,3.860526315789474,Bournemouth,0,0,,
76,Bevan,DEF,4.0,0,3.8657894736842104,Bournemouth,0,0,,
77,Hill,DEF,4.0,110,4.023684210526316,Bournemouth,29,23,4.521739130434782,2.8741728488762455
78,J.Araujo,DEF,4.0,0,3.855263157894737,Bournemouth,0,0,,
79,Mepham,DEF,4.0,0,4.0,Bournemouth,0,0,,
80,Soler,DEF,4.0,3,3.9815789473684213,Bournemouth,3,0,,
81,Kluivert,MID,7.0,41,6.976315789473683,Bournemouth,20,9,3.0,2.29128784747792
84,Tavernier,MID,5.5,137,5.457894736842105,Bournemouth,34,31,4.32258064516129,3.208188448062172
85,Adams,MID,5.0,77,4.957894736842105,Bournemouth,25,20,3.45,2.187885304412267
86,Brooks,MID,5.0,59,5.0,Bournemouth,31,12,3.0833333333333335,2.391588796113782
87,Christie,MID,5.0,47,4.939473684210526,Bournemouth,26,7,3.5714285714285716,2.6367367999823097
88,Cook,MID,5.0,40,4.907894736842105,Bournemouth,18,8,3.75,0.4629100498862757
89,Philip,MID,5.0,0,4.905263157894737,Bournemouth,0,0,,
90,Scott,MID,5.0,136,5.007894736842106,Bournemouth,37,33,4.03030303030303,2.6632316891894754
91,Sinisterra,MID,5.0,0,5.0,Bournemouth,0,0,,
92,Faivre,MID,4.5,0,4.5,Bournemouth,0,0,,
93,H.Traorè,MID,4.5,4,4.5,Bournemouth,1,0,,
94,Sadi,MID,4.5,0,4.5,Bournemouth,0,0,,
95,Silcott-Duberry,MID,4.5,0,4.407894736842105,Bournemouth,0,0,,
96,Winterburn,MID,4.5,1,4.5,Bournemouth,1,0,,
97,Evanilson,FWD,7.0,115,6.93157894736842,Bournemouth,36,30,3.466666666666667,2.1129050655654065
98,Enes Ünal,FWD,5.5,27,5.41578947368421,Bournemouth,23,0,,
99,Adu-Adjei,FWD,4.5,0,4.407894736842105,Bournemouth,0,0,,
100,Kroupi.Jr,FWD,4.5,113,4.580851063829788,Bournemouth,39,22,4.590909090909091,3.3758115907295383
391,Gannon-Doak,MID,5.0,11,4.8589743589743595,Bournemouth,8,0,,
685,Diakité,DEF,4.5,46,4.326315789473684,Bournemouth,18,13,3.3076923076923075,2.8689317229186946
687,Rees-Dottin,MID,4.5,0,4.376315789473685,Bournemouth,0,0,,
697,Adli,MID,5.5,67,5.424324324324324,Bournemouth,31,8,5.625,3.2486260832190936
713,A.Jimenez,DEF,4.5,74,4.5,Bournemouth,31,25,2.88,2.4378952670968728
721,Milosavljević,DEF,4.5,19,4.4399999999999995,Bournemouth,7,4,4.0,1.632993161855452
756,DaCosta,MID,4.5,0,4.5,Bournemouth,0,0,,
782,Forster,GK,4.0,0,4.0,Bournemouth,0,0,,
799,Stevens,MID,4.5,0,4.5,Bournemouth,0,0,,
801,Tóth.A,MID,5.0,8,4.94375,Bournemouth,9,0,,
806,Mandas,GK,4.0,0,4.0,Bournemouth,0,0,,
807,Rayan,MID,5.5,67,5.5,Bournemouth,15,13,4.384615384615385,2.7245324228345904
27,Nelson,MID,5.0,13,4.828947368421053,Brentford,10,0,,
83,O.Dango,MID,6.0,136,5.913157894736842,Brentford,32,24,5.083333333333333,4.302847052083444
101,Kelleher,GK,4.5,143,4.597368421052631,Brentford,37,37,3.864864864864865,3.3430039897786052
102,Balcombe,GK,4.0,0,3.944736842105263,Brentford,0,0,,
103,Cox,GK,4.0,0,3.939473684210526,Brentford,0,0,,
104,Eyestone,GK,4.0,0,3.9289473684210527,Brentford,0,0,,
105,Valdimarsson,GK,4.0,1,3.9026315789473687,Brentford,1,1,1.0,
106,Collins,DEF,5.0,129,4.936842105263159,Brentford,35,32,3.9375,3.3690957913975828
107,Lewis-Potter,DEF,5.0,115,4.873684210526315,Brentford,36,21,4.809523809523809,4.718252299517775
108,Ajer,DEF,4.5,76,4.410526315789474,Brentford,27,19,3.5789473684210527,2.3408400551389
109,Henry,DEF,4.5,52,4.339473684210526,Brentford,25,13,3.0,2.0816659994661326
110,Kayode,DEF,4.5,113,4.518421052631579,Brentford,37,37,3.054054054054054,2.8180563233266716
111,Pinnock,DEF,4.5,14,4.26578947368421,Brentford,4,4,3.5,4.795831523312719
112,Roerslev,DEF,4.5,0,4.5,Brentford,0,0,,
113,Van den Berg,DEF,4.5,113,4.502631578947368,Brentford,32,30,3.6,2.328237456784083
114,Arthur,DEF,4.0,0,3.878947368421053,Brentford,0,0,,
115,Fredrick,DEF,4.0,0,4.0,Brentford,0,0,,
116,Hickey,DEF,4.0,37,4.0,Brentford,21,7,3.4285714285714284,2.5071326821120348
117,Ji-soo,DEF,4.0,0,3.910526315789474,Brentford,0,0,,
118,Meghoma,DEF,4.0,0,4.0,Brentford,0,0,,
120,Schade,MID,7.0,125,6.978947368421052,Brentford,35,30,4.1,3.7356622456792192
121,Damsgaard,MID,6.0,113,5.736842105263158,Brentford,33,22,4.363636363636363,3.848876824978011
122,Milambo,MID,5.5,1,5.247368421052632,Brentford,1,0,,
123,Carvalho,MID,5.0,13,4.757894736842106,Brentford,6,1,2.0,
124,Henderson,MID,5.0,76,5.0,Brentford,32,19,3.4210526315789473,2.3169853371636986
125,Janelt,MID,5.0,74,4.905263157894737,Brentford,25,15,4.333333333333333,3.2440421581430665
126,Jensen,MID,5.0,98,4.907894736842105,Brentford,36,26,3.0,2.0
127,Nunes,MID,5.0,0,4.907894736842105,Brentford,0,0,,
128,Onyeka,MID,5.0,12,4.852631578947369,Brentford,6,0,,
129,Yarmoliuk,MID,5.0,104,5.0,Brentford,37,29,3.3448275862068964,1.9137820085774346
130,Donovan,MID,4.5,4,4.436842105263159,Brentford,4,0,,
131,Konak,MID,4.5,0,4.342105263157895,Brentford,0,0,,
132,Maghoma,MID,4.5,0,4.5,Brentford,0,0,,
133,Peart-Harris,MID,4.5,1,4.418421052631579,Brentford,1,0,,
134,Trevitt,MID,4.5,0,4.5,Brentford,0,0,,
136,Thiago,FWD,6.0,181,6.789473684210526,Brentford,38,37,4.864864864864865,4.276305272871288
137,Morgan,FWD,4.5,0,4.407894736842105,Brentford,0,0,,
748,Dasilva,MID,5.0,2,4.914285714285715,Brentford,2,0,,
797,Furo,FWD,4.5,1,4.5,Brentford,1,0,,
810,Bentt,MID,4.5,0,4.5,Brentford,0,0,,
819,Shield,DEF,4.0,0,4.0,Brentford,0,0,,
823,Stephenson,DEF,4.0,0,4.0,Brentford,0,0,,
824,McManus,DEF,4.0,0,4.0,Brentford,0,0,,
826,Owen,MID,4.5,0,4.5,Brentford,0,0,,
138,Steele,GK,4.5,0,4.271052631578947,Brighton,0,0,,
139,Verbruggen,GK,4.5,130,4.473684210526316,Brighton,38,38,3.4210526315789473,2.6368652452257346
140,McGill,GK,4.0,0,3.939473684210526,Brighton,0,0,,
141,Rushworth,GK,4.0,0,4.0,Brighton,0,0,,
142,Scherpen,GK,4.0,0,4.0,Brighton,0,0,,
143,Boscagli,DEF,4.5,39,4.252631578947368,Brighton,12,8,4.5,3.4226138716316967
144,Coppola,DEF,4.5,10,4.263157894736842,Brighton,5,2,3.5,4.949747468305833
145,De Cuyper,DEF,4.5,84,4.339473684210526,Brighton,30,12,4.916666666666667,5.333570070503405
146,Dunk,DEF,4.5,100,4.5,Brighton,33,31,3.161290322580645,3.1947537640486825
147,Estupiñan,DEF,4.5,0,4.5,Brighton,0,0,,
148,F.Kadıoğlu,DEF,4.5,118,4.407894736842105,Brighton,37,35,3.3714285714285714,3.2366078310633863
149,Igor,DEF,4.5,6,4.5,West Ham,4,1,3.0,
150,Lamptey,DEF,4.5,0,4.405263157894737,Brighton,0,0,,
151,Van Hecke,DEF,4.5,148,4.489473684210526,Brighton,36,36,4.111111111111111,2.9352807388515694
152,Veltman,DEF,4.5,46,4.331578947368421,Brighton,24,9,3.6666666666666665,3.082207001484488
153,Webster,DEF,4.5,0,4.405263157894737,Brighton,0,0,,
154,Cashin,DEF,4.0,0,4.0,Brighton,0,0,,
155,Slater,DEF,4.0,0,4.0,Brighton,0,0,,
156,Tasker,DEF,4.0,0,3.8657894736842104,Brighton,0,0,,
157,Mitoma,MID,6.5,62,6.176315789473684,Brighton,25,17,2.9411764705882355,1.951620744256364
158,Georginio,MID,6.0,87,5.673684210526316,Brighton,32,18,3.611111111111111,2.4528228369128184
159,March,MID,6.0,4,5.810526315789474,Brighton,4,0,,
160,Minteh,MID,6.0,117,5.826315789473684,Brighton,34,25,4.2,2.9011491975882016
161,Enciso,MID,5.5,0,5.405263157894737,Brighton,0,0,,
162,Gruda,MID,5.5,35,5.405263157894737,Brighton,18,7,2.142857142857143,0.37796447300922725
163,Hinshelwood,MID,5.5,91,5.152631578947369,Brighton,27,20,3.9,2.425739171122029
164,O'Riley,MID,5.5,16,5.5,Brighton,6,2,6.0,5.656854249492381
165,Sima,MID,5.5,0,5.405263157894737,Brighton,0,0,,
166,Ayari,MID,5.0,98,4.85,Brighton,29,20,4.5,3.03488489333442
167,Baleba,MID,5.0,56,4.639473684210526,Brighton,31,15,2.933333333333333,0.9611501047232549
169,Gomez,MID,5.0,97,4.913157894736842,Brighton,32,23,3.9565217391304346,3.7353137980577316
170,Milner,MID,5.0,35,4.928947368421053,Brighton,20,7,2.0,0.816496580927726
171,Sarmiento,MID,5.0,0,4.905263157894737,Brighton,0,0,,
172,Watson,MID,5.0,5,4.839473684210526,Brighton,6,0,,
173,Wieffer,MID,5.0,94,4.907894736842105,Brighton,26,20,4.3,4.040583595159699
174,Yalcouye,MID,5.0,0,5.0,Brighton,0,0,,
175,Knight,MID,4.5,1,4.439473684210526,Brighton,1,0,,
176,Mazilu,MID,4.5,0,4.5,Brighton,0,0,,
177,Moran,MID,4.5,0,4.5,Brighton,0,0,,
178,Welbeck,FWD,6.5,126,6.326315789473684,Brighton,37,25,3.96,3.5763109484495335
179,Ferguson,FWD,5.5,0,5.5,Brighton,0,0,,
180,Tzimas,FWD,5.5,16,5.268421052631579,Brighton,9,0,,
181,Kostoulas,FWD,5.0,35,4.823684210526316,Brighton,21,2,3.5,2.1213203435596424
744,Oriola,MID,4.5,1,4.5,Brighton,1,0,,
761,Simmonds,DEF,4.0,0,4.0,Brighton,0,0,,
783,Groß,MID,5.5,78,5.51578947368421,Brighton,19,18,4.277777777777778,3.0641293851417064
795,Howell,MID,4.5,4,4.5,Brighton,3,1,2.0,
220,Sánchez,GK,5.0,113,4.873684210526315,Chelsea,35,34,3.411764705882353,2.559801685723277
221,Jörgensen,GK,4.5,9,4.336842105263158,Chelsea,5,4,2.0,0.816496580927726
222,Penders,GK,4.0,0,4.0,Chelsea,0,0,,
223,Slonina,GK,4.0,0,3.9184210526315786,Chelsea,0,0,,
224,Cucurella,DEF,6.0,104,6.086842105263158,Chelsea,34,29,3.3448275862068964,2.676296242263678
225,James,DEF,5.5,115,5.581578947368421,Chelsea,29,19,5.526315789473684,3.702377930355204
226,Chalobah,DEF,5.0,136,5.368421052631579,Chelsea,34,30,4.533333333333333,3.3808113016658092
227,Colwill,DEF,5.0,8,4.76578947368421,Chelsea,3,2,3.5,0.7071067811865476
228,Gusto,DEF,5.0,96,4.918421052631579,Chelsea,34,23,3.8260869565217392,4.57912431002264
229,B.Badiashile,DEF,4.5,7,4.405263157894737,Chelsea,8,3,2.3333333333333335,1.5275252316519465
230,Fofana,DEF,4.5,65,4.407894736842105,Chelsea,25,18,3.1666666666666665,2.955553098431334
231,M.Sarr,DEF,4.5,3,4.5,Chelsea,3,1,1.0,
232,Tosin,DEF,4.5,34,4.163157894736842,Chelsea,16,7,3.4285714285714284,3.9940431835899015
233,Acheampong,DEF,4.0,39,3.8289473684210527,Chelsea,17,7,4.428571428571429,5.094347941825426
234,Anselmino,DEF,4.0,0,4.0,Chelsea,0,0,,
235,Palmer,MID,10.5,114,10.413157894736843,Chelsea,26,21,4.666666666666667,4.76794854558366
236,Neto,MID,7.0,125,7.071052631578948,Chelsea,34,30,3.8666666666666667,2.885556580905874
237,Enzo,MID,6.5,157,6.6078947368421055,Chelsea,36,35,4.457142857142857,3.7364882627696185
238,Estêvão,MID,6.5,58,6.447368421052632,Chelsea,22,7,4.714285714285714,3.9036002917941324
239,Gittens,MID,6.5,25,6.094736842105263,Chelsea,16,2,5.5,0.7071067811865476
240,Nkunku,MID,6.0,0,5.905263157894737,Chelsea,0,0,,
241,Caicedo,MID,5.5,110,5.721052631578948,Chelsea,33,31,3.5806451612903225,2.8139437751832337
244,Lavia,MID,5.0,13,4.905263157894737,Chelsea,12,1,2.0,
245,Mudryk,MID,5.0,0,4.928947368421053,Chelsea,0,0,,
246,Andrey Santos,MID,4.5,47,4.492105263157894,Chelsea,27,11,3.090909090909091,2.4679767200905864
247,D.Essugo,MID,4.5,1,4.328947368421053,Chelsea,3,0,,
248,Paez,MID,4.5,0,4.5,Chelsea,0,0,,
249,João Pedro,FWD,7.5,177,7.494736842105263,Chelsea,35,30,5.433333333333334,4.561331727295964
250,Delap,FWD,6.5,45,6.226315789473684,Chelsea,28,10,2.7,1.8287822299126937
251,N.Jackson,FWD,6.5,0,6.5,Chelsea,0,0,,
252,Marc Guiu,FWD,4.5,13,4.207894736842105,Chelsea,10,1,2.0,
453,Garnacho,MID,6.5,56,6.405263157894737,Chelsea,24,10,3.5,2.953340857778225
672,Hato,DEF,5.0,19,4.681578947368421,Chelsea,22,10,1.3,0.8232726023485646
743,Emenalo,MID,4.5,0,4.5,Chelsea,0,0,,
789,Merrick,GK,4.0,0,4.0,Chelsea,0,0,,
803,Sharman-Lowe,GK,4.0,0,4.0,Chelsea,0,0,,
829,Derry,MID,4.5,1,4.5,Chelsea,1,0,,
833,Eboué,MID,4.5,0,4.5,Chelsea,0,0,,
834,Kavuma-McQueen,MID,4.5,0,4.5,Chelsea,0,0,,
840,Mheuka,FWD,4.5,1,4.5,Chelsea,1,0,,
253,Henderson,GK,5.0,131,5.042105263157895,Crystal Palace,37,37,3.5405405405405403,3.254011153728362
254,Benitez,GK,4.0,7,3.9789473684210526,Crystal Palace,1,1,7.0,
255,Matthews,GK,4.0,0,3.9289473684210527,Crystal Palace,0,0,,
256,Muñoz,DEF,5.5,136,5.786842105263158,Crystal Palace,29,26,5.153846153846154,3.8020237526065794
257,Lacroix,DEF,5.0,154,5.1,Crystal Palace,35,34,4.4411764705882355,3.3592132599003293
258,Mitchell,DEF,5.0,135,5.0,Crystal Palace,38,35,3.8,3.056333828394443
259,Sosa,DEF,5.0,6,4.836842105263158,Crystal Palace,7,0,,
261,Richards,DEF,4.5,128,4.468421052631578,Crystal Palace,33,31,4.096774193548387,2.797079890524848
262,Chadi Riad,DEF,4.0,20,4.0,Crystal Palace,9,6,2.3333333333333335,1.505545305418162
263,Clyne,DEF,4.0,17,3.8473684210526313,Crystal Palace,10,6,2.1666666666666665,2.401388487243717
264,Holding,DEF,4.0,0,4.0,Crystal Palace,0,0,,
265,Kporha,DEF,4.0,0,4.0,Crystal Palace,0,0,,
267,Sarr,MID,6.5,117,6.4263157894736835,Crystal Palace,28,22,5.045454545454546,3.497989527704555
268,Doucouré,MID,5.0,0,4.907894736842105,Crystal Palace,0,0,,
269,Esse,MID,5.0,4,4.742105263157894,Crystal Palace,4,0,,
270,Hughes,MID,5.0,45,4.76578947368421,Crystal Palace,31,13,2.230769230769231,1.0127393670836666
271,Kamada,MID,5.0,67,5.0,Crystal Palace,28,20,3.0,1.3764944032233706
272,Lerma,MID,5.0,69,4.913157894736842,Crystal Palace,31,16,3.5625,2.756053942384534
273,Wharton,MID,5.0,112,5.0,Crystal Palace,34,28,3.7857142857142856,2.753545093513193
274,Agbinone,MID,4.5,0,4.360526315789474,Crystal Palace,0,0,,
275,Ahamada,MID,4.5,0,4.352631578947369,Crystal Palace,0,0,,
276,Devenny,MID,4.5,36,4.344736842105263,Crystal Palace,21,7,2.4285714285714284,0.7867957924694432
277,Ebiowei,MID,4.5,0,4.5,Crystal Palace,0,0,,
