code,web_name,element_type,team_name,now_cost,status,news,chance_of_playing_next_round,birth_date,pos,price,age,tp_2526,n60,ncam,pts_start,club_2526,P_start,cameo_share,club_2526_sh,moved,type
437499,Lacroix,2,CRY,60,a,,,,DEF,6.0,,154.0,33.0,1.0,4.575757575757576,Crystal Palace,0.87,0.03,CRY,False,A-clean
247348,Muñoz,2,CRY,55,a,,,,DEF,5.5,,136.0,25.0,3.0,5.36,Crystal Palace,0.66,0.11,CRY,False,A-clean
427623,Richards,2,CRY,50,a,,,,DEF,5.0,,128.0,30.0,2.0,4.233333333333333,Crystal Palace,0.79,0.06,CRY,False,A-clean
651426,Canvot,2,CRY,50,a,,,,DEF,5.0,,72.0,13.0,6.0,5.0,Crystal Palace,0.34,0.32,CRY,False,B-cameo
244723,Mitchell,2,CRY,45,a,,,,DEF,4.5,,135.0,34.0,3.0,3.911764705882353,Crystal Palace,0.89,0.08,CRY,False,A-clean
218364,Sosa,2,CRY,45,a,,,,DEF,4.5,,6.0,0.0,7.0,,Crystal Palace,0.0,1.0,CRY,False,B-cameo
515621,Chadi Riad,2,CRY,45,a,,,,DEF,4.5,,20.0,6.0,3.0,2.3333333333333335,Crystal Palace,0.16,0.33,CRY,False,B-cameo
242313,Mingueza,2,CRY,45,a,,,,DEF,4.5,,,,,,,,,,False,A-clean
232185,Sarr,3,CRY,65,a,,,,MID,6.5,,117.0,22.0,5.0,5.090909090909091,Crystal Palace,0.58,0.19,CRY,False,A-clean
242898,Johnson,3,CRY,60,a,,,,MID,6.0,,65.0,15.0,18.0,2.933333333333333,Crystal Palace,0.39,0.55,CRY,False,B-cameo
496221,Wharton,3,CRY,55,d,Ankle injury - 75% chance of playing,75.0,,MID,5.5,,112.0,28.0,5.0,3.8214285714285716,Crystal Palace,0.74,0.15,CRY,False,A-clean
488024,Yeremy,3,CRY,55,a,,,,MID,5.5,,77.0,19.0,15.0,3.1052631578947367,Crystal Palace,0.5,0.44,CRY,False,B-cameo
108413,Hughes,3,CRY,45,a,,,,MID,4.5,,45.0,13.0,18.0,2.230769230769231,Crystal Palace,0.34,0.58,CRY,False,B-cameo
152551,Lerma,3,CRY,50,a,,,,MID,5.0,,69.0,16.0,14.0,3.625,Crystal Palace,0.42,0.47,CRY,False,B-cameo
209400,Kamada,3,CRY,50,a,,,,MID,5.0,,67.0,20.0,7.0,3.0,Crystal Palace,0.53,0.26,CRY,False,B-cameo
489706,Devenny,3,CRY,50,a,,,,MID,5.0,,36.0,7.0,14.0,2.4285714285714284,Crystal Palace,0.18,0.67,CRY,False,B-cameo
606921,Esse,3,CRY,50,a,,,,MID,5.0,,4.0,0.0,4.0,,Crystal Palace,0.0,1.0,CRY,False,B-cameo
536694,M.França,3,CRY,50,a,,,,MID,5.0,,0.0,0.0,0.0,,Crystal Palace,0.0,,CRY,False,A-clean
438464,Doucouré,3,CRY,50,a,,,,MID,5.0,,0.0,0.0,0.0,,Crystal Palace,0.0,,CRY,False,A-clean
450542,J.Rak-Sakyi,3,CRY,50,a,,,,MID,5.0,,0.0,0.0,0.0,,Crystal Palace,0.0,,CRY,False,A-clean
590014,Cardines,2,CRY,45,a,,,,DEF,4.5,,2.0,1.0,0.0,2.0,Crystal Palace,0.03,0.0,CRY,False,A-clean
672492,Drakes-Thomas,3,CRY,45,a,,,,MID,4.5,,2.0,0.0,2.0,,Crystal Palace,0.0,1.0,CRY,False,B-cameo
247412,Strand Larsen,4,CRY,60,a,,,,FWD,6.0,,75.0,23.0,12.0,2.652173913043478,Wolves,0.61,0.34,WOL,True,B-cameo
231747,Mateta,4,CRY,65,a,,,,FWD,6.5,,114.0,24.0,7.0,3.7916666666666665,Crystal Palace,0.63,0.23,CRY,False,A-clean
205533,Nketiah,4,CRY,55,a,,,,FWD,5.5,,23.0,2.0,10.0,5.5,Crystal Palace,0.05,0.83,CRY,False,B-cameo
660392,Uche,4,CRY,50,u,has returned to Getafe CF,0.0,,FWD,5.0,,17.0,0.0,14.0,,Crystal Palace,0.0,1.0,CRY,False,B-cameo
169593,Matthews,1,CRY,40,a,,,1994-02-10,GK,4.0,33.0,0.0,0.0,0.0,,Crystal Palace,0.0,,CRY,False,A-clean
111234,Pickford,1,EVE,55,a,,,,GK,5.5,,135.0,38.0,0.0,3.5526315789473686,Everton,1.0,0.0,EVE,False,A-clean
229600,Travers,1,EVE,50,a,,,,GK,5.0,,0.0,0.0,0.0,,Everton,0.0,,EVE,False,A-clean
138001,King,1,EVE,45,a,,,,GK,4.5,,0.0,0.0,0.0,,Everton,0.0,,EVE,False,A-clean
17761,Tarkowski,2,EVE,60,a,,,,DEF,6.0,,170.0,37.0,0.0,4.594594594594595,Everton,0.97,0.0,EVE,False,A-clean
480455,Branthwaite,2,EVE,55,a,,,,DEF,5.5,,32.0,7.0,3.0,4.142857142857143,Everton,0.18,0.3,EVE,False,B-cameo
106611,Keane,2,EVE,50,a,,,,DEF,5.0,,131.0,29.0,4.0,4.379310344827586,Everton,0.76,0.12,EVE,False,A-clean
512462,O'Brien,2,EVE,50,a,,,,DEF,5.0,,116.0,36.0,1.0,3.1944444444444446,Everton,0.95,0.03,EVE,False,A-clean
224967,Mykolenko,2,EVE,45,a,,,,DEF,4.5,,95.0,33.0,0.0,2.878787878787879,Everton,0.87,0.0,EVE,False,A-clean
243571,Patterson,2,EVE,45,a,,,,DEF,4.5,,22.0,3.0,4.0,6.0,Everton,0.08,0.57,EVE,False,B-cameo
499300,Aznou,2,EVE,40,a,,,,DEF,4.0,,0.0,0.0,0.0,,Everton,0.0,,EVE,False,A-clean
215413,Dewsbury-Hall,3,EVE,65,a,,,,MID,6.5,,151.0,29.0,2.0,5.137931034482759,Everton,0.76,0.06,EVE,False,A-clean
440993,Ndiaye,3,EVE,60,a,,,,MID,6.0,,128.0,32.0,0.0,4.0,Everton,0.84,0.0,EVE,False,A-clean
232928,Garner,3,EVE,60,a,,,,MID,6.0,,159.0,38.0,0.0,4.184210526315789,Everton,1.0,0.0,EVE,False,A-clean
490094,Iroegbunam,3,EVE,50,a,,,,MID,5.0,,68.0,16.0,13.0,3.3125,Everton,0.42,0.45,EVE,False,B-cameo
433154,McNeil,3,EVE,55,a,,,,MID,5.5,,53.0,12.0,10.0,3.5833333333333335,Everton,0.32,0.45,EVE,False,B-cameo
550615,George,3,EVE,55,a,,,,MID,5.5,,16.0,2.0,13.0,2.5,Chelsea,0.05,0.87,CHE,True,B-cameo
502697,Alcaraz,3,EVE,50,a,,,,MID,5.0,,29.0,7.0,13.0,2.5714285714285716,Everton,0.18,0.65,EVE,False,B-cameo
609873,Armstrong,3,EVE,50,a,,,,MID,5.0,,21.0,5.0,8.0,2.6,Everton,0.13,0.62,EVE,False,B-cameo
496661,Dibling,3,EVE,55,a,,,,MID,5.5,,18.0,2.0,12.0,3.5,Everton,0.05,0.86,EVE,False,B-cameo
513466,Röhl,3,EVE,50,a,,,,MID,5.0,,36.0,6.0,10.0,4.333333333333333,Everton,0.16,0.62,EVE,False,B-cameo
244860,Hackney,3,EVE,55,a,,,,MID,5.5,,,,,,,,,,False,A-clean
486385,Beto,4,EVE,55,a,,,,FWD,5.5,,104.0,16.0,21.0,4.6875,Everton,0.42,0.57,EVE,False,B-cameo
586309,Barry,4,EVE,55,a,,,,FWD,5.5,,95.0,19.0,19.0,3.263157894736842,Everton,0.5,0.5,EVE,False,B-cameo
80201,Leno,1,FUL,45,a,,,,GK,4.5,,122.0,38.0,0.0,3.210526315789474,Fulham,1.0,0.0,FUL,False,A-clean
86873,Lecomte,1,FUL,40,a,,,,GK,4.0,,0.0,0.0,0.0,,Fulham,0.0,,FUL,False,A-clean
505079,McNally,1,FUL,40,a,,,,GK,4.0,,0.0,0.0,0.0,,Fulham,0.0,,FUL,False,A-clean
174874,Andersen,2,FUL,50,s,Suspended until 29 Aug,0.0,,DEF,5.0,,123.0,31.0,2.0,4.0,Fulham,0.82,0.06,FUL,False,A-clean
169528,Robinson,2,FUL,45,a,,,,DEF,4.5,,65.0,16.0,6.0,3.6875,Fulham,0.42,0.27,FUL,False,B-cameo
246301,J.Cuenca,2,FUL,45,a,,,,DEF,4.5,,39.0,10.0,5.0,3.6,Fulham,0.26,0.33,FUL,False,B-cameo
167074,Tete,2,FUL,45,a,,,,DEF,4.5,,81.0,19.0,3.0,4.157894736842105,Fulham,0.5,0.14,FUL,False,A-clean
232892,Bassey,2,FUL,45,a,,,,DEF,4.5,,103.0,28.0,2.0,3.607142857142857,Fulham,0.74,0.07,FUL,False,A-clean
166477,Castagne,2,FUL,45,a,,,,DEF,4.5,,61.0,19.0,11.0,2.6315789473684212,Fulham,0.5,0.37,FUL,False,B-cameo
153133,Iwobi,3,FUL,55,a,,,,MID,5.5,,103.0,28.0,1.0,3.642857142857143,Fulham,0.74,0.03,FUL,False,A-clean
209289,Smith Rowe,3,FUL,55,a,,,,MID,5.5,,80.0,19.0,18.0,3.0,Fulham,0.5,0.49,FUL,False,B-cameo
560552,Kevin,3,FUL,55,a,,,,MID,5.5,,49.0,6.0,20.0,3.1666666666666665,Fulham,0.16,0.77,FUL,False,B-cameo
477555,Bobb,3,FUL,55,a,,,,MID,5.5,,42.0,10.0,13.0,3.0,Man City,0.26,0.57,MCI,True,B-cameo
207189,Berge,3,FUL,50,a,,,,MID,5.0,,91.0,33.0,2.0,2.696969696969697,Fulham,0.87,0.06,FUL,False,A-clean
76357,Cairney,3,FUL,50,a,,,,MID,5.0,,41.0,7.0,17.0,2.2857142857142856,Fulham,0.18,0.71,FUL,False,B-cameo
212314,Lukić,3,FUL,50,a,,,,MID,5.0,,67.0,17.0,9.0,3.4705882352941178,Fulham,0.45,0.35,FUL,False,B-cameo
577725,King,3,FUL,55,a,,,,MID,5.5,,63.0,13.0,19.0,3.3076923076923075,Fulham,0.34,0.59,FUL,False,B-cameo
184349,Sessegnon,2,FUL,45,a,,,,DEF,4.5,,95.0,20.0,7.0,4.25,Fulham,0.53,0.26,FUL,False,B-cameo
153366,Reed,3,FUL,45,a,,,,MID,4.5,,15.0,1.0,6.0,2.0,Fulham,0.03,0.86,FUL,False,B-cameo
244042,Muniz,4,FUL,55,a,,,,FWD,5.5,,36.0,9.0,12.0,2.0,Fulham,0.24,0.57,FUL,False,B-cameo
631786,Kusi-Asare,4,FUL,45,a,,,,FWD,4.5,,6.0,0.0,7.0,,Fulham,0.0,1.0,FUL,False,B-cameo
167825,Phillips,1,HUL,40,a,,,,GK,4.0,,,,,,,,,,False,A-clean
105666,Butland,1,HUL,45,a,,,,GK,4.5,,,,,,,,,,False,A-clean
494950,Cartwright,1,HUL,40,a,,,,GK,4.0,,,,,,,,,,False,A-clean
444307,Lo-Tutala,1,HUL,40,a,,,,GK,4.0,,,,,,,,,,False,A-clean
108416,Egan,2,HUL,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
501902,Hughes,2,HUL,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
146426,Ajayi,2,HUL,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
193278,Coyle,2,HUL,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
433590,Drameh,2,HUL,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
232351,Giles,2,HUL,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
449428,Jacob,2,HUL,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
661800,McCarthy,2,HUL,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
160817,McNair,2,HUL,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
540324,Belloumi,3,HUL,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
232905,Millar,3,HUL,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
171270,Dowell,3,HUL,45,a,,,,MID,4.5,,,,,,,,,,False,A-clean
101282,Crooks,3,HUL,45,a,,,,MID,4.5,,,,,,,,,,False,A-clean
243413,Slater,3,HUL,45,a,,,,MID,4.5,,,,,,,,,,False,A-clean
465525,Matazo,3,HUL,45,i,Knee injury - Unknown return date,0.0,,MID,4.5,,,,,,,,,,False,A-clean
208481,Ömür,3,HUL,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
490161,Kamara,3,HUL,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
553783,Zambrano,3,HUL,45,a,,,,MID,4.5,,,,,,,,,,False,A-clean
169432,McBurnie,4,HUL,55,a,,,,FWD,5.5,,,,,,,,,,False,A-clean
213292,Akintola,3,HUL,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
470294,Gyabi,3,HUL,45,a,,,,MID,4.5,,0.0,0.0,0.0,,Leeds,0.0,,LEE,True,A-clean
500957,Destan,4,HUL,45,a,,,,FWD,4.5,,,,,,,,,,False,A-clean
534392,Burstow,4,HUL,45,a,,,,FWD,4.5,,,,,,,,,,False,A-clean
169359,Targett,2,HUL,40,a,,,1995-09-18,DEF,4.0,31.0,0.0,0.0,0.0,,Newcastle,0.0,,NEW,True,A-clean
219924,Diop,2,IPS,40,a,,,,DEF,4.0,,31.0,8.0,5.0,3.25,Fulham,0.21,0.38,FUL,True,B-cameo
108813,Walton,1,IPS,45,a,,,,GK,4.5,,,,,,,,,,False,A-clean
112520,Palmer,1,IPS,40,a,,,,GK,4.0,,,,,,,,,,False,A-clean
50093,Button,1,IPS,40,a,,,,GK,4.0,,,,,,,,,,False,A-clean
183015,Kipré,2,IPS,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
216616,O'Shea,2,IPS,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
455084,Davis,2,IPS,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
449429,Greaves,2,IPS,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
222018,Johnson,2,IPS,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
176420,Furlong,2,IPS,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
501390,Núñez,3,IPS,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
241117,Matusiwa,3,IPS,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
149929,Burns,3,IPS,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
231899,Taylor,3,IPS,45,a,,,,MID,4.5,,,,,,,,,,False,A-clean
443261,Clarke,3,IPS,55,a,,,,MID,5.5,,,,,,,,,,False,A-clean
229164,Ogbene,3,IPS,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
531442,Fatawu,3,IPS,55,a,,,,MID,5.5,,,,,,,,,,False,A-clean
543968,Emersonn,4,IPS,55,a,,,,FWD,5.5,,,,,,,,,,False,A-clean
222625,Hirst,4,IPS,50,a,,,,FWD,5.0,,,,,,,,,,False,A-clean
481624,Philogene,3,IPS,55,a,,,,MID,5.5,,,,,,,,,,False,A-clean
172453,Szmodics,3,IPS,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
147675,Akpom,4,IPS,50,a,,,,FWD,5.0,,,,,,,,,,False,A-clean
557012,Walle Egeli,4,IPS,45,a,,,,FWD,4.5,,,,,,,,,,False,A-clean
462387,Al-Hamadi,4,IPS,50,a,,,,FWD,5.0,,,,,,,,,,False,A-clean
461587,McAteer,3,IPS,45,a,,,,MID,4.5,,,,,,,,,,False,A-clean
232457,Mehmeti,3,IPS,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
546600,Van Oevelen,1,IPS,45,a,,,2003-08-07,GK,4.5,23.0,,,,,,,,,False,A-clean
153682,Wilson,3,LEE,65,a,,,,MID,6.5,,168.0,30.0,6.0,5.3,Fulham,0.79,0.17,FUL,True,A-clean
201595,Perri,1,LEE,45,a,,,,GK,4.5,,43.0,16.0,0.0,2.6875,Leeds,0.42,0.0,LEE,False,A-clean
434752,Bijol,2,LEE,50,a,,,,DEF,5.0,,99.0,20.0,4.0,4.8,Leeds,0.53,0.17,LEE,False,A-clean
214225,Rodon,2,LEE,45,a,,,,DEF,4.5,,109.0,32.0,2.0,3.34375,Leeds,0.84,0.06,LEE,False,A-clean
226182,Bogle,2,LEE,45,a,,,,DEF,4.5,,96.0,31.0,2.0,3.032258064516129,Leeds,0.82,0.06,LEE,False,A-clean
243526,Gudmundsson,2,LEE,45,a,,,,DEF,4.5,,68.0,27.0,4.0,2.4814814814814814,Leeds,0.71,0.13,LEE,False,A-clean
220627,Justin,2,LEE,45,a,,,,DEF,4.5,,94.0,19.0,9.0,4.578947368421052,Leeds,0.5,0.32,LEE,False,B-cameo
437738,Bornauw,2,LEE,45,a,,,,DEF,4.5,,25.0,4.0,8.0,4.5,Leeds,0.11,0.67,LEE,False,B-cameo
522047,Muharemović,2,LEE,50,a,,,,DEF,5.0,,,,,,,,,,False,A-clean
466525,Stach,3,LEE,60,a,,,,MID,6.0,,137.0,27.0,2.0,4.888888888888889,Leeds,0.71,0.07,LEE,False,A-clean
435997,Okafor,3,LEE,60,a,,,,MID,6.0,,109.0,17.0,10.0,5.176470588235294,Leeds,0.45,0.37,LEE,False,B-cameo
427637,Aaronson,3,LEE,55,a,,,,MID,5.5,,126.0,27.0,9.0,4.222222222222222,Leeds,0.71,0.25,LEE,False,B-cameo
199598,Ampadu,3,LEE,55,a,,,,MID,5.5,,134.0,34.0,0.0,3.9411764705882355,Leeds,0.89,0.0,LEE,False,A-clean
180135,Longstaff,3,LEE,50,a,,,,MID,5.0,,56.0,9.0,13.0,4.111111111111111,Leeds,0.24,0.59,LEE,False,B-cameo
462635,Gelhardt,3,LEE,50,a,,,,MID,5.0,,0.0,0.0,0.0,,Leeds,0.0,,LEE,False,A-clean
492859,Gnonto,3,LEE,50,a,,,,MID,5.0,,32.0,2.0,20.0,2.5,Leeds,0.05,0.91,LEE,False,B-cameo
221399,Harrison,3,LEE,50,a,,,,MID,5.0,,12.0,1.0,10.0,2.0,Leeds,0.03,0.91,LEE,False,B-cameo
200617,James,3,LEE,50,a,,,,MID,5.0,,23.0,3.0,16.0,2.3333333333333335,Leeds,0.08,0.84,LEE,False,B-cameo
486520,Gruev,3,LEE,50,a,,,,MID,5.0,,56.0,14.0,9.0,3.2142857142857144,Leeds,0.37,0.39,LEE,False,B-cameo
248056,Tanaka,3,LEE,50,a,,,,MID,5.0,,67.0,11.0,16.0,4.090909090909091,Leeds,0.29,0.59,LEE,False,B-cameo
177815,Calvert-Lewin,4,LEE,60,a,,,,FWD,6.0,,142.0,29.0,5.0,4.517241379310345,Leeds,0.76,0.15,LEE,False,A-clean
174594,Nmecha,4,LEE,55,a,,,,FWD,5.5,,73.0,9.0,21.0,4.555555555555555,Leeds,0.24,0.7,LEE,False,B-cameo
235826,Piroe,4,LEE,50,a,,,,FWD,5.0,,17.0,1.0,15.0,2.0,Leeds,0.03,0.94,LEE,False,B-cameo
565297,Mateo Joseph,4,LEE,45,a,,,,FWD,4.5,,0.0,0.0,0.0,,Leeds,0.0,,LEE,False,A-clean
116535,A.Becker,1,LIV,55,a,,,,GK,5.5,,91.0,26.0,0.0,3.5,Liverpool,0.68,0.0,LIV,False,A-clean
449027,Mamardashvili,1,LIV,50,a,,,,GK,5.0,,34.0,9.0,1.0,3.6666666666666665,Liverpool,0.24,0.1,LIV,False,A-clean
155503,Woodman,1,LIV,40,a,,,,GK,4.0,,6.0,2.0,1.0,2.5,Liverpool,0.05,0.33,LIV,False,B-cameo
586268,Pecsi,1,LIV,40,a,,,,GK,4.0,,0.0,0.0,0.0,,Liverpool,0.0,,LIV,False,A-clean
432987,Jaros,1,LIV,40,a,,,,GK,4.0,,,,,,,,,,False,A-clean
464353,Davies,1,LIV,40,a,,,,GK,4.0,,,,,,,,,,False,A-clean
97032,Virgil,2,LIV,65,a,,,,DEF,6.5,,175.0,38.0,0.0,4.605263157894737,Liverpool,1.0,0.0,LIV,False,A-clean
216094,Frimpong,2,LIV,55,a,,,,DEF,5.5,,63.0,10.0,11.0,4.1,Liverpool,0.26,0.52,LIV,False,B-cameo
544877,Kerkez,2,LIV,55,a,,,,DEF,5.5,,85.0,23.0,11.0,3.347826086956522,Liverpool,0.61,0.32,LIV,False,B-cameo
171287,Gomez,2,LIV,50,a,,,,DEF,5.0,,33.0,5.0,16.0,3.8,Liverpool,0.13,0.76,LIV,False,B-cameo
492777,Bradley,2,LIV,50,i,Knee injury - Expected back 31 Dec,0.0,,DEF,5.0,,42.0,9.0,6.0,4.333333333333333,Liverpool,0.24,0.4,LIV,False,B-cameo
519440,Lucky,2,LIV,40,a,,,,DEF,4.0,,0.0,0.0,0.0,,Liverpool,0.0,,LIV,False,A-clean
606702,Jacquet,2,LIV,50,d,Shoulder injury - 75% chance of playing,75.0,,DEF,5.0,,,,,,,,,,False,A-clean
647681,Leoni,2,LIV,40,i,Knee injury - Unknown return date,0.0,,DEF,4.0,,0.0,0.0,0.0,,Liverpool,0.0,,LIV,False,A-clean
214285,Tsimikas,2,LIV,50,a,,,,DEF,5.0,,0.0,0.0,0.0,,Liverpool,0.0,,LIV,False,A-clean
489580,Ramsay,2,LIV,40,a,,,,DEF,4.0,,0.0,0.0,0.0,,Liverpool,0.0,,LIV,False,A-clean
494595,Wirtz,3,LIV,75,a,,,,MID,7.5,,125.0,27.0,6.0,4.444444444444445,Liverpool,0.71,0.18,LIV,False,A-clean
243298,Gakpo,3,LIV,70,a,,,,MID,7.0,,131.0,31.0,5.0,4.064516129032258,Liverpool,0.82,0.14,LIV,False,A-clean
424876,Szoboszlai,3,LIV,70,a,,,,MID,7.0,,160.0,36.0,0.0,4.444444444444445,Liverpool,0.95,0.0,LIV,False,A-clean
611922,Ngumoha,3,LIV,60,a,,,,MID,6.0,,43.0,5.0,14.0,4.8,Liverpool,0.13,0.74,LIV,False,B-cameo
223541,Chiesa,3,LIV,55,a,,,,MID,5.5,,37.0,1.0,25.0,2.0,Liverpool,0.03,0.96,LIV,False,B-cameo
441266,Gravenberch,3,LIV,60,a,,,,MID,6.0,,144.0,33.0,3.0,4.303030303030303,Liverpool,0.87,0.08,LIV,False,A-clean
243016,Mac Allister,3,LIV,55,a,,,,MID,5.5,,108.0,29.0,8.0,3.4482758620689653,Liverpool,0.76,0.22,LIV,False,A-clean
206915,C.Jones,3,LIV,55,a,,,,MID,5.5,,81.0,18.0,16.0,3.5,Liverpool,0.47,0.47,LIV,False,B-cameo
158983,Endo,3,LIV,50,d,Ankle injury - 75% chance of playing,75.0,,MID,5.0,,12.0,1.0,7.0,3.0,Liverpool,0.03,0.88,LIV,False,B-cameo
591386,Nyoni,3,LIV,50,a,,,,MID,5.0,,6.0,0.0,6.0,,Liverpool,0.0,1.0,LIV,False,B-cameo
535928,Bajcetic,3,LIV,50,i,Hamstring injury - Expected back 23 Aug,0.0,,MID,5.0,,0.0,0.0,0.0,,Liverpool,0.0,,LIV,False,A-clean
551499,Munoz,3,LIV,65,a,,,,MID,6.5,,,,,,,,,,False,A-clean
491501,McConnell,3,LIV,45,a,,,,MID,4.5,,0.0,0.0,0.0,,Liverpool,0.0,,LIV,False,A-clean
219168,Isak,4,LIV,90,a,,,,FWD,9.0,,41.0,8.0,6.0,3.75,Liverpool,0.21,0.43,LIV,False,B-cameo
510663,Ekitiké,4,LIV,75,i,Achilles injury - Expected back 31 Dec,0.0,,FWD,7.5,,125.0,19.0,9.0,6.105263157894737,Liverpool,0.5,0.32,LIV,False,B-cameo
514514,Koumas,3,LIV,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
500058,Danns,4,LIV,45,d,Hamstring injury - 75% chance of playing,75.0,,FWD,4.5,,0.0,0.0,0.0,,Liverpool,0.0,,LIV,False,A-clean
444884,Elliott,3,LIV,55,a,,,,MID,5.5,,5.0,0.0,5.0,,Aston Villa,0.0,1.0,AVL,True,B-cameo
114283,Grealish,3,MCI,65,a,,,,MID,6.5,,79.0,18.0,2.0,4.277777777777778,Everton,0.47,0.1,EVE,True,A-clean
204936,Donnarumma,1,MCI,55,a,,,,GK,5.5,,135.0,32.0,0.0,4.21875,Man City,0.84,0.0,MCI,False,A-clean
432720,Trafford,1,MCI,50,a,,,,GK,5.0,,13.0,4.0,0.0,3.25,Man City,0.11,0.0,MCI,False,A-clean
122074,Bettinelli,1,MCI,45,a,,,,GK,4.5,,0.0,0.0,0.0,,Man City,0.0,,MCI,False,A-clean
472769,O'Reilly,2,MCI,65,a,,,,DEF,6.5,,160.0,27.0,6.0,5.814814814814815,Man City,0.71,0.18,MCI,False,A-clean
209036,Guéhi,2,MCI,60,a,,,,DEF,6.0,,179.0,33.0,0.0,5.424242424242424,Crystal Palace,0.87,0.0,CRY,True,A-clean
465351,Matheus N.,2,MCI,60,a,,,,DEF,6.0,,154.0,29.0,3.0,5.103448275862069,Man City,0.76,0.09,MCI,False,A-clean
171314,Rúben,2,MCI,55,a,,,,DEF,5.5,,113.0,23.0,3.0,4.826086956521739,Man City,0.61,0.12,MCI,False,A-clean
477424,Gvardiol,2,MCI,55,a,,,,DEF,5.5,,79.0,14.0,4.0,5.357142857142857,Man City,0.37,0.22,MCI,False,A-clean
448514,Aït-Nouri,2,MCI,55,a,,,,DEF,5.5,,60.0,10.0,7.0,5.3,Man City,0.26,0.41,MCI,False,B-cameo
578153,Khusanov,2,MCI,55,a,,,,DEF,5.5,,67.0,13.0,7.0,4.615384615384615,Man City,0.34,0.35,MCI,False,B-cameo
494307,Alleyne,2,MCI,50,a,,,,DEF,5.0,,5.0,1.0,1.0,4.0,Man City,0.03,0.5,MCI,False,B-cameo
477064,Lewis,2,MCI,45,a,,,,DEF,4.5,,19.0,4.0,7.0,3.0,Man City,0.11,0.64,MCI,False,B-cameo
616222,Vitor Reis,2,MCI,45,a,,,,DEF,4.5,,0.0,0.0,0.0,,Man City,0.0,,MCI,False,A-clean
437730,Semenyo,3,MCI,85,a,,,,MID,8.5,,202.0,33.0,2.0,5.909090909090909,Bournemouth,0.87,0.06,BOU,True,A-clean
209244,Foden,3,MCI,70,a,,,,MID,7.0,,131.0,22.0,10.0,5.5,Man City,0.58,0.31,MCI,False,B-cameo
466052,Cherki,3,MCI,75,a,,,,MID,7.5,,135.0,16.0,15.0,7.0625,Man City,0.42,0.48,MCI,False,B-cameo
248875,Doku,3,MCI,75,a,,,,MID,7.5,,120.0,17.0,11.0,6.411764705882353,Man City,0.45,0.39,MCI,False,B-cameo
438234,Marmoush,4,MCI,70,a,,,,FWD,7.0,,56.0,5.0,15.0,7.2,Man City,0.13,0.75,MCI,False,B-cameo
220566,Rodrigo,3,MCI,65,i,Back injury - Unknown return date,0.0,,MID,6.5,,69.0,16.0,5.0,4.0,Man City,0.42,0.24,MCI,False,A-clean
510281,Savinho,3,MCI,65,a,,,,MID,6.5,,43.0,6.0,16.0,4.0,Man City,0.16,0.73,MCI,False,B-cameo
433036,Reijnders,3,MCI,60,a,,,,MID,6.0,,92.0,17.0,11.0,4.764705882352941,Man City,0.45,0.39,MCI,False,B-cameo
465694,N.Gonzalez,3,MCI,55,a,,,,MID,5.5,,63.0,17.0,7.0,3.411764705882353,Man City,0.45,0.29,MCI,False,B-cameo
91651,Kovačić,3,MCI,55,a,,,,MID,5.5,,9.0,0.0,6.0,,Man City,0.0,1.0,MCI,False,B-cameo
575204,Echeverri,3,MCI,50,a,,,,MID,5.0,,0.0,0.0,0.0,,Man City,0.0,,MCI,False,A-clean
155405,Phillips,3,MCI,50,a,,,,MID,5.0,,0.0,0.0,0.0,,Man City,0.0,,MCI,False,A-clean
590039,Mukasa,3,MCI,45,a,,,,MID,4.5,,2.0,0.0,2.0,,Man City,0.0,1.0,MCI,False,B-cameo
649208,Monga,3,MCI,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
223094,Haaland,4,MCI,155,a,,,,FWD,15.5,,239.0,32.0,2.0,7.28125,Man City,0.84,0.06,MCI,False,A-clean
